Ullage  (cm.),-1,0,1,2,3,4
160,14583.9,14575.6,14567.3,14558.9,14550.5,14542.1
161,14576.8,14568.5,14560.1,14551.8,14543.4,14535
162,14569.7,14561.4,14553,14544.7,14536.3,14527.9
163,14562.6,14554.3,14545.9,14537.5,14529.2,14520.8
164,14555.5,14547.2,14538.8,14530.4,14522,14513.6
165,14548.4,14540,14531.7,14523.3,14514.9,14506.5
166,14541.3,14532.9,14524.6,14516.2,14507.8,14499.4
167,14534.1,14525.8,14517.5,14509.1,14500.7,14492.3
168,14527,14518.7,14510.3,14502,14493.6,14485.2
169,14519.9,14511.6,14503.2,14494.9,14486.5,14478.1
170,14512.8,14504.5,14496.1,14487.7,14479.4,14471
171,14505.7,14497.3,14489,14480.6,14472.2,14463.8
172,14498.6,14490.2,14481.9,14473.5,14465.1,14456.7
173,14491.4,14483.1,14474.8,14466.4,14458,14449.6
174,14484.3,14476,14467.6,14459.3,14450.9,14442.5
175,14477.2,14468.9,14460.5,14452.2,14443.8,14435.4
176,14470.1,14461.8,14453.4,14445,14436.7,14428.3
177,14463,14454.7,14446.3,14437.9,14429.5,14421.1
178,14455.9,14447.5,14439.2,14430.8,14422.4,14414
179,14448.8,14440.4,14432.1,14423.7,14415.3,14406.9
180,14441.6,14433.3,14425,14416.6,14408.2,14399.8
181,14434.5,14426.2,14417.8,14409.5,14401.1,14392.7
182,14427.4,14419.1,14410.7,14402.4,14394,14385.6
183,14420.3,14412,14403.6,14395.2,14386.8,14378.4
184,14413.2,14404.8,14396.5,14388.1,14379.7,14371.3
185,14406.1,14397.7,14389.4,14381,14372.6,14364.2
186,14398.9,14390.6,14382.3,14373.9,14365.5,14357.1
187,14391.8,14383.5,14375.1,14366.8,14358.4,14350
188,14384.7,14376.4,14368,14359.7,14351.3,14342.9
189,14377.6,14369.3,14360.9,14352.5,14344.2,14335.7
190,14370.5,14362.2,14353.8,14345.4,14337,14328.6
191,14363.4,14355,14346.7,14338.3,14329.9,14321.5
192,14356.3,14347.9,14339.6,14331.2,14322.8,14314.4
193,14349.1,14340.8,14332.5,14324.1,14315.7,14307.3
194,14342,14333.7,14325.3,14317,14308.6,14300.2
195,14334.9,14326.6,14318.2,14309.9,14301.5,14293
196,14327.8,14319.5,14311.1,14302.7,14294.3,14285.9
197,14320.7,14312.3,14304,14295.6,14287.2,14278.8
198,14313.6,14305.2,14296.9,14288.5,14280.1,14271.7
199,14306.4,14298.1,14289.8,14281.4,14273,14264.6
200,14299.3,14291,14282.6,14274.3,14265.9,14257.5
201,14292.2,14283.9,14275.5,14267.2,14258.8,14250.4
202,14285.1,14276.8,14268.4,14260,14251.6,14243.2
203,14278,14269.7,14261.3,14252.9,14244.5,14236.1
204,14270.9,14262.5,14254.2,14245.8,14237.4,14229
205,14263.8,14255.4,14247.1,14238.7,14230.3,14221.9
206,14256.6,14248.3,14240,14231.6,14223.2,14214.8
207,14249.5,14241.2,14232.8,14224.5,14216.1,14207.7
208,14242.4,14234.1,14225.7,14217.3,14209,14200.5
209,14235.3,14227,14218.6,14210.2,14201.8,14193.4
210,14228.2,14219.8,14211.5,14203.1,14194.7,14186.3
211,14221.1,14212.7,14204.4,14196,14187.6,14179.2
212,14213.9,14205.6,14197.3,14188.9,14180.5,14172.1
213,14206.8,14198.5,14190.1,14181.8,14173.4,14165
214,14199.7,14191.4,14183,14174.7,14166.3,14157.8
215,14192.6,14184.3,14175.9,14167.5,14159.1,14150.7
216,14185.5,14177.2,14168.8,14160.4,14152,14143.6
217,14178.4,14170,14161.7,14153.3,14144.9,14136.5
218,14171.3,14162.9,14154.6,14146.2,14137.8,14129.4
219,14164.1,14155.8,14147.5,14139.1,14130.7,14122.3
220,14157,14148.7,14140.3,14132,14123.6,14115.1
221,14149.9,14141.6,14133.2,14124.8,14116.4,14108
222,14142.8,14134.5,14126.1,14117.7,14109.3,14100.9
223,14135.7,14127.3,14119,14110.6,14102.2,14093.8
224,14128.6,14120.2,14111.9,14103.5,14095.1,14086.7
225,14121.4,14113.1,14104.8,14096.4,14088,14079.6
226,14114.3,14106,14097.6,14089.3,14080.9,14072.4
227,14107.2,14098.9,14090.5,14082.2,14073.8,14065.3
228,14100.1,14091.8,14083.4,14075,14066.6,14058.2
229,14093,14084.7,14076.3,14067.9,14059.5,14051.1
230,14085.9,14077.5,14069.2,14060.8,14052.4,14044
231,14078.8,14070.4,14062.1,14053.7,14045.3,14036.9
232,14071.6,14063.3,14055,14046.6,14038.2,14029.8
233,14064.5,14056.2,14047.8,14039.5,14031.1,14022.6
234,14057.4,14049.1,14040.7,14032.3,14023.9,14015.5
235,14050.3,14042,14033.6,14025.2,14016.8,14008.4
236,14043.2,14034.8,14026.5,14018.1,14009.7,14001.3
237,14036.1,14027.7,14019.4,14011,14002.6,13994.2
238,14028.9,14020.6,14012.3,14003.9,13995.5,13987.1
239,14021.8,14013.5,14005.1,13996.8,13988.4,13979.9
240,14014.7,14006.4,13998,13989.7,13981.2,13972.8
241,14007.6,13999.3,13990.9,13982.5,13974.1,13965.7
242,14000.5,13992.2,13983.8,13975.4,13967,13958.6
243,13993.4,13985,13976.7,13968.3,13959.9,13951.5
244,13986.2,13977.9,13969.6,13961.2,13952.8,13944.4
245,13979.1,13970.8,13962.5,13954.1,13945.7,13937.2
246,13972,13963.7,13955.3,13947,13938.6,13930.1
247,13964.9,13956.6,13948.2,13939.8,13931.4,13923
248,13957.8,13949.5,13941.1,13932.7,13924.3,13915.9
249,13950.7,13942.3,13934,13925.6,13917.2,13908.8
250,13943.6,13935.2,13926.9,13918.5,13910.1,13901.7
251,13936.4,13928.1,13919.8,13911.4,13903,13894.5
252,13929.3,13921,13912.6,13904.3,13895.9,13887.4
253,13922.2,13913.9,13905.5,13897.2,13888.7,13880.3
254,13915.1,13906.8,13898.4,13890,13881.6,13873.2
255,13908,13899.7,13891.3,13882.9,13874.5,13866.1
256,13900.9,13892.5,13884.2,13875.8,13867.4,13859
257,13893.8,13885.4,13877.1,13868.7,13860.3,13851.8
258,13886.6,13878.3,13870,13861.6,13853.2,13844.7
259,13879.5,13871.2,13862.8,13854.5,13846,13837.6
260,13872.4,13864.1,13855.7,13847.3,13838.9,13830.5
261,13865.3,13857,13848.6,13840.2,13831.8,13823.4
262,13858.2,13849.8,13841.5,13833.1,13824.7,13816.3
263,13851.1,13842.7,13834.4,13826,13817.6,13809.1
264,13843.9,13835.6,13827.3,13818.9,13810.5,13802
265,13836.8,13828.5,13820.1,13811.8,13803.4,13794.9
266,13829.7,13821.4,13813,13804.6,13796.2,13787.8
267,13822.6,13814.3,13805.9,13797.5,13789.1,13780.7
268,13815.5,13807.2,13798.8,13790.4,13782,13773.6
269,13808.4,13800,13791.7,13783.3,13774.9,13766.5
270,13801.3,13792.9,13784.6,13776.2,13767.8,13759.3
275,13765.7,13757.3,13749,13740.6,13732.2,13723.8
280,13730.1,13721.8,13713.4,13705,13696.6,13688.2
285,13694.5,13686.2,13677.8,13669.5,13661,13652.6
290,13658.9,13650.6,13642.3,13633.9,13625.5,13617
295,13623.4,13615,13606.7,13598.3,13589.9,13581.4
300,13587.8,13579.5,13571.1,13562.7,13554.3,13545.9
305,13552.2,13543.9,13535.5,13527.1,13518.7,13510.3
310,13516.6,13508.3,13500,13491.6,13483.1,13474.7
315,13481.1,13472.7,13464.4,13456,13447.6,13439.1
320,13445.5,13437.2,13428.8,13420.4,13412,13403.5
325,13409.9,13401.6,13393.2,13384.8,13376.4,13367.9
330,13374.3,13366,13357.6,13349.3,13340.8,13332.4
335,13338.7,13330.4,13322.1,13313.7,13305.2,13296.8
340,13303.2,13294.8,13286.5,13278.1,13269.7,13261.2
345,13267.6,13259.3,13250.9,13242.5,13234.1,13225.6
350,13232,13223.7,13215.3,13206.9,13198.5,13190
355,13196.4,13188.1,13179.8,13171.4,13162.9,13154.5
360,13160.9,13152.5,13144.2,13135.8,13127.4,13118.9
365,13125.3,13117,13108.6,13100.2,13091.8,13083.3
370,13089.7,13081.4,13073,13064.6,13056.2,13047.7
375,13054.1,13045.8,13037.5,13029.1,13020.6,13012.1
380,13018.6,13010.2,13001.9,12993.5,12985,12976.6
385,12983,12974.7,12966.3,12957.9,12949.5,12941
390,12947.4,12939.1,12930.7,12922.3,12913.9,12905.4
395,12911.8,12903.5,12895.1,12886.7,12878.3,12869.8
400,12876.3,12867.9,12859.6,12851.2,12842.7,12834.2
405,12840.7,12832.4,12824,12815.6,12807.1,12798.7
410,12805.1,12796.8,12788.4,12780,12771.6,12763.1
415,12769.5,12761.2,12752.8,12744.4,12736,12727.5
420,12733.9,12725.6,12717.3,12708.9,12700.4,12691.9
425,12698.4,12690,12681.7,12673.3,12664.8,12656.3
430,12662.8,12654.5,12646.1,12637.7,12629.2,12620.8
435,12627.2,12618.9,12610.5,12602.1,12593.7,12585.2
440,12591.6,12583.3,12575,12566.5,12558.1,12549.6
445,12556.1,12547.7,12539.4,12531,12522.5,12514
450,12520.5,12512.2,12503.8,12495.4,12486.9,12478.4
455,12484.9,12476.6,12468.2,12459.8,12451.3,12442.8
460,12449.3,12441,12432.6,12424.2,12415.8,12407.3
465,12413.8,12405.4,12397.1,12388.7,12380.2,12371.7
470,12378.2,12369.9,12361.5,12353.1,12344.6,12336.1
475,12342.6,12334.3,12325.9,12317.5,12309,12300.5
480,12307,12298.7,12290.3,12281.9,12273.5,12264.9
485,12271.4,12263.1,12254.8,12246.3,12237.9,12229.4
490,12235.9,12227.5,12219.2,12210.8,12202.3,12193.8
495,12200.3,12192,12183.6,12175.2,12166.7,12158.2
500,12164.7,12156.4,12148,12139.6,12131.1,12122.6
505,12129.1,12120.8,12112.5,12104,12095.6,12087
510,12093.6,12085.2,12076.9,12068.5,12060,12051.5
515,12058,12049.7,12041.3,12032.9,12024.4,12015.9
520,12022.4,12014.1,12005.7,11997.3,11988.8,11980.3
525,11986.8,11978.5,11970.1,11961.7,11953.2,11944.7
530,11951.2,11942.9,11934.6,11926.1,11917.7,11909.1
535,11915.7,11907.4,11899,11890.6,11882.1,11873.6
540,11880.1,11871.8,11863.4,11855,11846.5,11838
545,11844.5,11836.2,11827.8,11819.4,11810.9,11802.4
550,11808.9,11800.6,11792.3,11783.8,11775.4,11766.8
555,11773.4,11765.1,11756.7,11748.3,11739.8,11731.2
560,11737.8,11729.5,11721.1,11712.7,11704.2,11695.7
565,11702.2,11693.9,11685.5,11677.1,11668.6,11660.1
570,11666.6,11658.3,11650,11641.5,11633,11624.5
575,11631.1,11622.7,11614.4,11605.9,11597.5,11588.9
580,11595.5,11587.2,11578.8,11570.4,11561.9,11553.3
585,11559.9,11551.6,11543.2,11534.8,11526.3,11517.7
590,11524.3,11516,11507.6,11499.2,11490.7,11482.2
595,11488.7,11480.4,11472.1,11463.6,11455.1,11446.6
600,11453.2,11444.9,11436.5,11428.1,11419.6,11411
605,11417.6,11409.3,11400.9,11392.5,11384,11375.4
610,11382,11373.7,11365.3,11356.9,11348.4,11339.8
615,11346.4,11338.1,11329.8,11321.3,11312.8,11304.3
620,11310.9,11302.6,11294.2,11285.7,11277.2,11268.7
625,11275.3,11267,11258.6,11250.2,11241.7,11233.1
630,11239.7,11231.4,11223,11214.6,11206.1,11197.5
635,11204.1,11195.8,11187.5,11179,11170.5,11161.9
640,11168.6,11160.2,11151.9,11143.4,11134.9,11126.4
645,11133,11124.7,11116.3,11107.9,11099.3,11090.8
650,11097.4,11089.1,11080.7,11072.3,11063.8,11055.2
655,11061.8,11053.5,11045.1,11036.7,11028.2,11019.6
660,11026.2,11017.9,11009.6,11001.1,10992.6,10984
665,10990.7,10982.4,10974,10965.5,10957,10948.5
670,10955.1,10946.8,10938.4,10930,10921.5,10912.9
675,10919.5,10911.2,10902.8,10894.4,10885.9,10877.3
680,10883.9,10875.6,10867.3,10858.8,10850.3,10841.7
685,10848.4,10840.1,10831.7,10823.2,10814.7,10806.1
690,10812.8,10804.5,10796.1,10787.7,10779.1,10770.6
695,10777.2,10768.9,10760.5,10752.1,10743.6,10735
700,10741.6,10733.3,10725,10716.5,10708,10699.4
705,10706.1,10697.8,10689.4,10680.9,10672.4,10663.8
710,10670.5,10662.2,10653.8,10645.3,10636.8,10628.2
715,10634.9,10626.6,10618.2,10609.8,10601.2,10592.6
720,10599.3,10591,10582.6,10574.2,10565.7,10557.1
725,10563.8,10555.4,10547.1,10538.6,10530.1,10521.5
730,10528.2,10519.9,10511.5,10503,10494.5,10485.9
735,10492.6,10484.3,10475.9,10467.5,10458.9,10450.3
740,10457,10448.7,10440.3,10431.9,10423.3,10414.7
745,10421.4,10413.1,10404.8,10396.3,10387.8,10379.2
750,10385.9,10377.6,10369.2,10360.7,10352.2,10343.6
755,10350.3,10342,10333.6,10325.1,10316.6,10308
760,10314.7,10306.4,10298,10289.6,10281,10272.4
765,10279.1,10270.8,10262.4,10254,10245.5,10236.8
770,10243.6,10235.3,10226.9,10218.4,10209.9,10201.3
775,10208,10199.7,10191.3,10182.8,10174.3,10165.7
780,10172.4,10164.1,10155.7,10147.3,10138.7,10130.1
785,10136.8,10128.5,10120.1,10111.7,10103.1,10094.5
790,10101.2,10092.9,10084.6,10076.1,10067.6,10058.9
795,10065.7,10057.4,10049,10040.5,10032,10023.4
800,10030.1,10021.8,10013.4,10004.9,9996.4,9987.8
805,9994.5,9986.2,9977.8,9969.4,9960.8,9952.2
810,9958.9,9950.6,9942.3,9933.8,9925.2,9916.6
815,9923.4,9915.1,9906.7,9898.2,9889.7,9881
820,9887.8,9879.5,9871.1,9862.6,9854.1,9845.4
825,9852.2,9843.9,9835.5,9827.1,9818.5,9809.9
830,9816.6,9808.3,9799.9,9791.5,9782.9,9774.3
835,9781.1,9772.8,9764.4,9755.9,9747.3,9738.7
840,9745.5,9737.2,9728.8,9720.3,9711.8,9703.1
845,9709.9,9701.6,9693.2,9684.7,9676.2,9667.5
850,9674.3,9666,9657.6,9649.2,9640.6,9632
855,9638.7,9630.4,9622.1,9613.6,9605,9596.4
860,9603.2,9594.9,9586.5,9578,9569.5,9560.8
865,9567.6,9559.3,9550.9,9542.4,9533.9,9525.2
870,9532,9523.7,9515.3,9506.9,9498.3,9489.6
875,9496.4,9488.1,9479.8,9471.3,9462.7,9454.1
880,9460.9,9452.6,9444.2,9435.7,9427.1,9418.5
885,9425.3,9417,9408.6,9400.1,9391.6,9382.9
890,9389.7,9381.4,9373,9364.5,9356,9347.3
895,9354.1,9345.8,9337.4,9329,9320.4,9311.7
900,9318.6,9310.3,9301.9,9293.4,9284.8,9276.2
905,9283,9274.7,9266.3,9257.8,9249.2,9240.6
910,9247.4,9239.1,9230.7,9222.2,9213.7,9205
915,9211.8,9203.5,9195.1,9186.7,9178.1,9169.4
920,9176.2,9168,9159.6,9151.1,9142.5,9133.8
925,9140.7,9132.4,9124,9115.5,9106.9,9098.3
930,9105.1,9096.8,9088.4,9079.9,9071.3,9062.7
935,9069.5,9061.2,9052.8,9044.4,9035.8,9027.1
940,9033.9,9025.6,9017.3,9008.8,9000.2,8991.5
945,8998.4,8990.1,8981.7,8973.2,8964.6,8955.9
950,8962.8,8954.5,8946.1,8937.6,8929,8920.4
955,8927.2,8918.9,8910.5,8902,8893.5,8884.8
960,8891.6,8883.3,8874.9,8866.5,8857.9,8849.2
965,8856.1,8847.8,8839.4,8830.9,8822.3,8813.6
970,8820.5,8812.2,8803.8,8795.3,8786.7,8778
975,8784.9,8776.6,8768.2,8759.7,8751.1,8742.4
980,8749.3,8741,8732.6,8724.1,8715.6,8706.9
985,8713.7,8705.5,8697.1,8688.6,8680,8671.3
990,8678.2,8669.9,8661.5,8653,8644.4,8635.7
995,8642.6,8634.3,8625.9,8617.4,8608.8,8600.1
1000,8607,8598.7,8590.3,8581.8,8573.2,8564.5
1005,8571.4,8563.1,8554.8,8546.3,8537.7,8529
1010,8535.9,8527.6,8519.2,8510.7,8502.1,8493.4
1015,8500.3,8492,8483.6,8475.1,8466.5,8457.8
1020,8464.7,8456.4,8448,8439.5,8430.9,8422.2
1025,8429.1,8420.8,8412.4,8404,8395.3,8386.6
1030,8393.6,8385.3,8376.9,8368.4,8359.8,8351.1
1035,8358,8349.7,8341.3,8332.8,8324.2,8315.5
1040,8322.4,8314.1,8305.7,8297.2,8288.6,8279.9
1045,8286.8,8278.5,8270.1,8261.6,8253,8244.3
1050,8251.2,8243,8234.6,8226.1,8217.5,8208.7
1055,8215.7,8207.4,8199,8190.5,8181.9,8173.2
1060,8180.1,8171.8,8163.4,8154.9,8146.3,8137.6
1065,8144.5,8136.2,8127.8,8119.3,8110.7,8102
1070,8108.9,8100.7,8092.3,8083.8,8075.1,8066.4
1075,8073.4,8065.1,8056.7,8048.2,8039.6,8030.8
1080,8037.8,8029.5,8021.1,8012.6,8004,7995.3
1085,8002.2,7993.9,7985.5,7977,7968.4,7959.7
1090,7966.6,7958.3,7950,7941.4,7932.8,7924.1
1095,7931.1,7922.8,7914.4,7905.9,7897.2,7888.5
1100,7895.5,7887.2,7878.8,7870.3,7861.7,7852.9
1105,7859.9,7851.6,7843.2,7834.7,7826.1,7817.3
1110,7824.3,7816,7807.6,7799.1,7790.5,7781.8
1115,7788.7,7780.5,7772.1,7763.6,7754.9,7746.2
1120,7753.2,7744.9,7736.5,7728,7719.3,7710.6
1125,7717.6,7709.3,7700.9,7692.4,7683.8,7675
1130,7682,7673.7,7665.3,7656.8,7648.2,7639.4
1135,7646.4,7638.2,7629.8,7621.2,7612.6,7603.9
1140,7610.9,7602.6,7594.2,7585.7,7577,7568.3
1145,7575.3,7567,7558.6,7550.1,7541.5,7532.7
1150,7539.7,7531.4,7523,7514.5,7505.9,7497.1
1155,7504.1,7495.9,7487.4,7478.9,7470.3,7461.5
1160,7468.6,7460.3,7451.9,7443.4,7434.7,7426
1165,7433,7424.7,7416.3,7407.8,7399.1,7390.4
1170,7397.4,7389.1,7380.7,7372.2,7363.6,7354.8
