Ullage  (cm.),-1,0,1,2,3,4
1175,7361.8,7353.5,7345.1,7336.6,7328,7319.2
1180,7326.2,7318,7309.6,7301,7292.4,7283.6
1185,7290.7,7282.4,7274,7265.5,7256.8,7248.1
1190,7255.1,7246.8,7238.4,7229.9,7221.2,7212.5
1195,7219.5,7211.2,7202.8,7194.3,7185.7,7176.9
1200,7183.9,7175.7,7167.3,7158.7,7150.1,7141.3
1205,7148.4,7140.1,7131.7,7123.2,7114.5,7105.7
1210,7112.8,7104.5,7096.1,7087.6,7078.9,7070.2
1215,7077.2,7068.9,7060.5,7052,7043.3,7034.6
1220,7041.6,7033.4,7024.9,7016.4,7007.8,6999
1225,7006.1,6997.8,6989.4,6980.8,6972.2,6963.4
1230,6970.5,6962.2,6953.8,6945.3,6936.6,6927.8
1235,6934.9,6926.6,6918.2,6909.7,6901,6892.2
1240,6899.3,6891,6882.6,6874.1,6865.5,6856.7
1245,6863.7,6855.5,6847.1,6838.5,6829.9,6821.1
1250,6828.2,6819.9,6811.5,6803,6794.3,6785.5
1255,6792.6,6784.3,6775.9,6767.4,6758.7,6749.9
1260,6757,6748.7,6740.3,6731.8,6723.1,6714.3
1265,6721.4,6713.2,6704.8,6696.2,6687.6,6678.8
1270,6685.9,6677.6,6669.2,6660.6,6652,6643.2
1275,6650.3,6642,6633.6,6625.1,6616.4,6607.6
1280,6614.7,6606.4,6598,6589.5,6580.8,6572
1285,6579.1,6570.9,6562.4,6553.9,6545.2,6536.4
1290,6543.6,6535.3,6526.9,6518.3,6509.7,6500.9
1295,6508,6499.7,6491.3,6482.8,6474.1,6465.3
1300,6472.4,6464.1,6455.7,6447.2,6438.5,6429.7
1305,6436.8,6428.5,6420.1,6411.6,6402.9,6394.1
1310,6401.2,6393,6384.6,6376,6367.3,6358.5
1315,6365.7,6357.4,6349,6340.4,6331.8,6323
1320,6330.1,6321.8,6313.4,6304.9,6296.2,6287.4
1325,6294.5,6286.2,6277.8,6269.3,6260.6,6251.8
1330,6258.9,6250.7,6242.3,6233.7,6225,6216.2
1335,6223.4,6215.1,6206.7,6198.1,6189.5,6180.6
1340,6187.8,6179.5,6171.1,6162.6,6153.9,6145.1
1345,6152.2,6143.9,6135.5,6127,6118.3,6109.5
1350,6116.6,6108.4,6099.9,6091.4,6082.7,6073.9
1355,6081.1,6072.8,6064.4,6055.8,6047.1,6038.3
1360,6045.5,6037.2,6028.8,6020.2,6011.6,6002.7
1365,6009.9,6001.6,5993.2,5984.7,5976,5967.1
1370,5974.3,5966.1,5957.6,5949.1,5940.4,5931.6
1375,5938.7,5930.5,5922.1,5913.5,5904.8,5896
1380,5903.2,5894.9,5886.5,5877.9,5869.2,5860.4
1385,5867.6,5859.3,5850.9,5842.4,5833.7,5824.8
1390,5832,5823.7,5815.3,5806.8,5798.1,5789.2
1395,5796.4,5788.2,5779.8,5771.2,5762.5,5753.7
1400,5760.9,5752.6,5744.2,5735.6,5726.9,5718.1
1405,5725.3,5717,5708.6,5700,5691.3,5682.5
1410,5689.7,5681.4,5673,5664.5,5655.8,5646.9
1415,5654.1,5645.9,5637.4,5628.9,5620.2,5611.3
1420,5618.6,5610.3,5601.9,5593.3,5584.6,5575.8
1425,5583,5574.7,5566.3,5557.7,5549,5540.2
1430,5547.4,5539.1,5530.7,5522.2,5513.5,5504.6
1435,5511.8,5503.6,5495.1,5486.6,5477.9,5469
1440,5476.2,5468,5459.6,5451,5442.3,5433.4
1445,5440.7,5432.4,5424,5415.4,5406.7,5397.9
1450,5405.1,5396.8,5388.4,5379.8,5371.1,5362.3
1455,5369.5,5361.2,5352.8,5344.3,5335.6,5326.7
1460,5333.9,5325.7,5317.3,5308.7,5300,5291.1
1465,5298.4,5290.1,5281.7,5273.1,5264.4,5255.5
1470,5262.8,5254.5,5246.1,5237.5,5228.8,5220
1475,5227.2,5218.9,5210.5,5202,5193.2,5184.4
1480,5191.6,5183.4,5174.9,5166.4,5157.7,5148.8
1485,5156.1,5147.8,5139.4,5130.8,5122.1,5113.2
1490,5120.5,5112.2,5103.8,5095.2,5086.5,5077.6
1495,5084.9,5076.6,5068.2,5059.6,5050.9,5042
1500,5049.3,5041.1,5032.6,5024.1,5015.3,5006.5
1505,5013.7,5005.5,4997.1,4988.5,4979.8,4970.9
1510,4978.2,4969.9,4961.5,4952.9,4944.2,4935.3
1515,4942.6,4934.3,4925.9,4917.3,4908.6,4899.7
1520,4907,4898.8,4890.3,4881.8,4873,4864.1
1525,4871.4,4863.2,4854.8,4846.2,4837.5,4828.6
1530,4835.9,4827.6,4819.2,4810.6,4801.9,4793
1535,4800.3,4792,4783.6,4775,4766.3,4757.4
1540,4764.7,4756.4,4748,4739.4,4730.7,4721.8
1545,4729.1,4720.9,4712.4,4703.9,4695.1,4686.2
1550,4693.6,4685.3,4676.9,4668.3,4659.6,4650.7
1555,4658,4649.7,4641.3,4632.7,4624,4615.1
1560,4622.4,4614.1,4605.7,4597.1,4588.4,4579.5
1565,4586.8,4578.6,4570.1,4561.6,4552.8,4543.9
1570,4551.2,4543,4534.6,4526,4517.2,4508.3
1575,4515.7,4507.4,4499,4490.4,4481.7,4472.8
1580,4480.1,4471.8,4463.4,4454.8,4446.1,4437.2
1585,4444.5,4436.3,4427.8,4419.2,4410.5,4401.6
1590,4408.9,4400.7,4392.3,4383.7,4374.9,4366
1595,4373.4,4365.1,4356.7,4348.1,4339.3,4330.4
1600,4337.8,4329.5,4321.1,4312.5,4303.8,4294.9
1605,4302.2,4293.9,4285.5,4276.9,4268.2,4259.3
1610,4266.6,4258.4,4249.9,4241.4,4232.6,4223.7
1615,4231.1,4222.8,4214.4,4205.8,4197,4188.1
1620,4195.5,4187.2,4178.8,4170.2,4161.4,4152.5
1625,4159.9,4151.6,4143.2,4134.6,4125.9,4116.9
1630,4124.3,4116.1,4107.6,4099,4090.3,4081.4
1635,4088.7,4080.5,4072.1,4063.5,4054.7,4045.8
1640,4053.2,4044.9,4036.5,4027.9,4019.1,4010.2
1645,4017.6,4009.3,4000.9,3992.3,3983.6,3974.6
1650,3982,3973.8,3965.3,3956.7,3948,3939
1655,3946.4,3938.2,3929.8,3921.2,3912.4,3903.5
1660,3910.9,3902.6,3894.2,3885.6,3876.8,3867.9
1665,3875.3,3867,3858.6,3850,3841.2,3832.3
1670,3839.7,3831.5,3823,3814.4,3805.7,3796.7
1675,3804.1,3795.9,3787.4,3778.8,3770.1,3761.1
1680,3768.6,3760.3,3751.9,3743.3,3734.5,3725.6
1685,3733,3724.7,3716.3,3707.7,3698.9,3690
1690,3697.4,3689.1,3680.7,3672.1,3663.3,3654.4
1695,3661.8,3653.6,3645.1,3636.5,3627.8,3618.8
1700,3626.2,3618,3609.6,3601,3592.2,3583.2
1705,3590.7,3582.4,3574,3565.4,3556.6,3547.7
1710,3555.1,3546.8,3538.4,3529.8,3521,3512.1
1715,3519.5,3511.3,3502.8,3494.2,3485.4,3476.5
1720,3483.9,3475.7,3467.3,3458.7,3449.9,3440.9
1725,3448.4,3440.1,3431.7,3423.1,3414.3,3405.3
1730,3412.8,3404.5,3396.1,3387.5,3378.7,3369.8
1735,3377.2,3369,3360.5,3351.9,3343.1,3334.2
1740,3341.6,3333.4,3324.9,3316.3,3307.6,3298.6
1745,3306.1,3297.8,3289.4,3280.8,3272,3263
1750,3270.5,3262.2,3253.8,3245.2,3236.4,3227.4
1755,3234.9,3226.6,3218.2,3209.6,3200.8,3191.8
1760,3199.3,3191.1,3182.6,3174,3165.2,3156.3
1765,3163.7,3155.5,3147.1,3138.5,3129.7,3120.7
1770,3128.2,3119.9,3111.5,3102.9,3094.1,3085.1
1775,3092.6,3084.3,3075.9,3067.3,3058.5,3049.5
1780,3057,3048.8,3040.3,3031.7,3022.9,3013.9
1785,3021.4,3013.2,3004.8,2996.1,2987.3,2978.4
1790,2985.9,2977.6,2969.2,2960.6,2951.8,2942.8
1795,2950.3,2942,2933.6,2925,2916.2,2907.3
1800,2914.7,2906.5,2898,2889.4,2880.6,2871.7
1805,2879.1,2870.9,2862.4,2853.9,2845.1,2836.2
1810,2843.6,2835.3,2826.9,2818.3,2809.6,2800.8
1815,2808,2799.8,2791.4,2782.9,2774.2,2765.3
1820,2772.6,2764.3,2755.9,2747.4,2738.8,2730
1825,2737.2,2728.9,2720.6,2712.1,2703.5,2694.7
1830,2701.9,2693.7,2685.3,2676.9,2668.3,2659.5
1835,2666.6,2658.5,2650.2,2641.7,2633.1,2624.4
1840,2631.5,2623.3,2615.1,2606.6,2598.1,2589.4
1845,2596.4,2588.3,2580,2571.6,2563.1,2554.4
1850,2561.5,2553.4,2545.1,2536.7,2528.2,2519.6
1855,2526.6,2518.5,2510.3,2501.9,2493.4,2484.8
1860,2491.8,2483.7,2475.5,2467.2,2458.7,2450.1
1865,2457.1,2449,2440.8,2432.5,2424,2415.4
1870,2422.4,2414.4,2406.2,2397.9,2389.5,2380.9
1875,2387.9,2379.9,2371.7,2363.4,2355,2346.5
1880,2353.4,2345.4,2337.3,2329,2320.6,2312.1
1885,2319,2311.1,2302.9,2294.7,2286.3,2277.8
1890,2284.7,2276.8,2268.7,2260.5,2252.1,2243.6
1895,2250.5,2242.6,2234.5,2226.3,2218,2209.5
1900,2216.4,2208.5,2200.4,2192.2,2183.9,2175.4
1905,2182.3,2174.4,2166.4,2158.2,2149.9,2141.5
1910,2148.4,2140.5,2132.5,2124.3,2116,2107.6
1915,2114.5,2106.6,2098.6,2090.5,2082.2,2073.8
1920,2080.7,2072.8,2064.9,2056.8,2048.5,2040.1
1925,2047,2039.1,2031.2,2023.1,2014.9,2006.5
1930,2013.3,2005.5,1997.6,1989.5,1981.3,1973
1935,1979.8,1972,1964.1,1956,1947.9,1939.6
1940,1946.3,1938.6,1930.7,1922.6,1914.5,1906.2
1945,1912.9,1905.2,1897.3,1889.3,1881.2,1872.9
1950,1879.6,1871.9,1864.1,1856.1,1848,1839.7
1955,1846.4,1838.7,1830.9,1822.9,1814.8,1806.6
1960,1813.3,1805.6,1797.8,1789.9,1781.8,1773.6
1965,1780.2,1772.6,1764.8,1756.9,1748.8,1740.6
1970,1747.3,1739.6,1731.9,1724,1715.9,1707.7
1975,1714.4,1706.8,1699,1691.1,1683.1,1675
1980,1681.6,1674,1666.3,1658.4,1650.4,1642.3
1985,1648.9,1641.3,1633.6,1625.8,1617.8,1609.7
1990,1616.3,1608.7,1601,1593.2,1585.2,1577.1
1995,1583.7,1576.2,1568.5,1560.7,1552.8,1544.7
2000,1551.3,1543.7,1536.1,1528.3,1520.4,1512.3
2005,1518.9,1511.4,1503.7,1496,1488.1,1480
2010,1486.6,1479.1,1471.5,1463.7,1455.9,1447.8
2015,1454.4,1446.9,1439.3,1431.6,1423.7,1415.7
2020,1422.2,1414.8,1407.2,1399.5,1391.7,1383.7
2025,1390.2,1382.8,1375.2,1367.5,1359.7,1351.8
2030,1358.2,1350.8,1343.3,1335.6,1327.8,1319.9
2035,1326.4,1319,1311.5,1303.8,1296,1288.1
2040,1294.6,1287.2,1279.7,1272.1,1264.3,1256.4
2045,1262.9,1255.5,1248,1240.4,1232.7,1224.8
2050,1231.2,1223.9,1216.5,1208.9,1201.1,1193.3
2051,1224.9,1217.6,1210.1,1202.6,1194.8,1187
2052,1218.6,1211.3,1203.8,1196.3,1188.5,1180.7
2053,1212.3,1205,1197.5,1190,1182.3,1174.4
2054,1206,1198.7,1191.2,1183.7,1176,1168.1
2055,1199.7,1192.4,1184.9,1177.4,1169.7,1161.8
2056,1193.4,1186.1,1178.7,1171.1,1163.4,1155.6
2057,1187.1,1179.8,1172.4,1164.8,1157.1,1149.3
2058,1180.8,1173.5,1166.1,1158.5,1150.8,1143
2059,1174.5,1167.2,1159.8,1152.3,1144.6,1136.7
2060,1168.2,1160.9,1153.5,1146,1138.3,1130.5
2061,1161.9,1154.7,1147.3,1139.7,1132,1124.2
2062,1155.7,1148.4,1141,1133.4,1125.8,1118
2063,1149.4,1142.1,1134.7,1127.2,1119.5,1111.7
2064,1143.1,1135.9,1128.5,1120.9,1113.3,1105.5
2065,1136.8,1129.6,1122.2,1114.7,1107,1099.2
2066,1130.6,1123.3,1115.9,1108.4,1100.8,1093
2067,1124.3,1117.1,1109.7,1102.2,1094.5,1086.7
2068,1118.1,1110.8,1103.4,1095.9,1088.3,1080.5
2069,1111.8,1104.6,1097.2,1089.7,1082,1074.2
2070,1105.6,1098.3,1090.9,1083.4,1075.8,1068
2071,1099.3,1092.1,1084.7,1077.2,1069.6,1061.8
2072,1093.1,1085.8,1078.5,1071,1063.3,1055.6
2073,1086.8,1079.6,1072.2,1064.7,1057.1,1049.3
2074,1080.6,1073.4,1066,1058.5,1050.9,1043.1
2075,1074.3,1067.1,1059.8,1052.3,1044.7,1036.9
2076,1068.1,1060.9,1053.6,1046.1,1038.4,1030.7
2077,1061.9,1054.7,1047.3,1039.9,1032.2,1024.5
2078,1055.7,1048.5,1041.1,1033.6,1026,1018.3
2079,1049.4,1042.2,1034.9,1027.4,1019.8,1012.1
2080,1043.2,1036,1028.7,1021.2,1013.6,1005.9
2081,1037,1029.8,1022.5,1015,1007.4,999.7
2082,1030.8,1023.6,1016.3,1008.8,1001.2,993.5
2083,1024.6,1017.4,1010.1,1002.6,995,987.3
2084,1018.4,1011.2,1003.9,996.4,988.8,981.1
2085,1012.2,1005,997.7,990.2,982.7,974.9
2086,1006,998.8,991.5,984.1,976.5,968.8
2087,999.8,992.6,985.3,977.9,970.3,962.6
2088,993.6,986.4,979.1,971.7,964.1,956.4
2089,987.4,980.2,972.9,965.5,957.9,950.2
2090,981.2,974.1,966.8,959.3,951.8,944.1
2091,975,967.9,960.6,953.2,945.6,937.9
2092,968.9,961.7,954.4,947,939.5,931.8
2093,962.7,955.5,948.3,940.8,933.3,925.6
2094,956.5,949.4,942.1,934.7,927.1,919.5
2095,950.3,943.2,935.9,928.5,921,913.3
2096,944.2,937,929.8,922.4,914.8,907.2
2097,938,930.9,923.6,916.2,908.7,901
2098,931.9,924.7,917.5,910.1,902.5,894.9
2099,925.7,918.6,911.3,903.9,896.4,888.8
2100,919.6,912.4,905.2,897.8,890.3,882.6
2101,913.4,906.3,899,891.7,884.1,876.5
2102,907.3,900.2,892.9,885.5,878,870.4
2103,901.1,894,886.8,879.4,871.9,864.2
2104,895,887.9,880.6,873.3,865.8,858.1
2105,888.8,881.7,874.5,867.1,859.6,852
2106,882.7,875.6,868.4,861,853.5,845.9
2107,876.6,869.5,862.3,854.9,847.4,839.8
2108,870.5,863.4,856.2,848.8,841.3,833.7
2109,864.3,857.3,850,842.7,835.2,827.6
2110,858.2,851.1,843.9,836.6,829.1,821.5
2111,852.1,845,837.8,830.5,823,815.4
2112,846,838.9,831.7,824.4,816.9,809.3
2113,839.9,832.8,825.6,818.3,810.8,803.2
2114,833.8,826.7,819.5,812.2,804.7,797.1
2115,827.7,820.6,813.4,806.1,798.6,791
2116,821.6,814.5,807.3,800,792.6,785
2117,815.5,808.4,801.3,793.9,786.5,778.9
2118,809.4,802.4,795.2,787.9,780.4,772.8
2119,803.3,796.3,789.1,781.8,774.3,766.8
2120,797.2,790.2,783,775.7,768.3,760.7
2121,791.1,784.1,776.9,769.6,762.2,754.6
2122,785.1,778,770.9,763.6,756.1,748.6
2123,779,772,764.8,757.5,750.1,742.5
2124,772.9,765.9,758.7,751.5,744,736.5
2125,766.9,759.8,752.7,745.4,738,730.4
2126,760.8,753.8,746.6,739.3,731.9,724.4
2127,754.7,747.7,740.6,733.3,725.9,718.3
2128,748.7,741.7,734.5,727.2,719.8,712.3
2129,742.6,735.6,728.5,721.2,713.8,706.3
2130,736.6,729.6,722.4,715.2,707.8,700.2
2131,730.5,723.5,716.4,709.1,701.7,694.2
2132,724.5,717.5,710.4,703.1,695.7,688.2
2133,718.4,711.4,704.3,697.1,689.7,682.2
2134,712.4,705.4,698.3,691,683.7,676.1
2135,706.4,699.4,692.3,685,677.6,670.1
2136,700.3,693.4,686.2,679,671.6,664.1
2137,694.3,687.3,680.2,673,665.6,658.1
2138,688.3,681.3,674.2,667,659.6,652.1
2139,682.3,675.3,668.2,661,653.6,646.1
2140,676.2,669.3,662.2,655,647.6,640.1
2141,670.2,663.3,656.2,649,641.6,634.1
2142,664.2,657.3,650.2,643,635.6,628.1
2143,658.2,651.3,644.2,637,629.6,622.1
2144,652.2,645.3,638.2,631,623.6,616.1
2145,646.2,639.3,632.2,625,617.6,610.2
2146,640.2,633.3,626.2,619,611.7,604.2
2147,634.2,627.3,620.2,613,605.7,598.2
2148,628.2,621.3,614.2,607,599.7,592.2
2149,622.2,615.3,608.2,601.1,593.7,586.3
2150,616.2,609.3,602.3,595.1,587.8,580.3
2151,610.3,603.3,596.3,589.1,581.8,574.4
2152,604.3,597.4,590.3,583.2,575.8,568.4
2153,598.3,591.4,584.4,577.2,569.9,562.4
2154,592.3,585.4,578.4,571.2,563.9,556.5
2155,586.4,579.5,572.4,565.3,558,550.5
2156,580.4,573.5,566.5,559.3,552,544.6
2157,574.4,567.6,560.5,553.4,546.1,538.7
2158,568.5,561.6,554.6,547.4,540.1,532.7
2159,562.5,555.7,548.6,541.5,534.2,526.8
2160,556.6,549.7,542.7,535.5,528.3,520.9
2161,550.6,543.8,536.8,529.6,522.3,514.9
2162,544.7,537.8,530.8,523.7,516.4,509
2163,538.8,531.9,524.9,517.8,510.5,503.1
2164,532.8,526,519,511.8,504.6,497.2
2165,526.9,520,513,505.9,498.6,491.2
2166,520.9,514.1,507.1,500,492.7,485.3
2167,515,508.2,501.2,494.1,486.8,479.4
2168,509.1,502.3,495.3,488.2,480.9,473.5
2169,503.2,496.3,489.4,482.2,475,467.6
2170,497.3,490.4,483.4,476.3,469.1,461.7
2171,491.3,484.5,477.5,470.4,463.2,455.8
2172,485.4,478.6,471.6,464.5,457.3,449.9
2173,479.5,472.7,465.7,458.6,451.4,444.1
2174,473.6,466.8,459.8,452.8,445.5,438.2
2175,467.7,460.9,454,446.9,439.6,432.3
2176,461.8,455,448.1,441,433.8,426.4
2177,455.9,449.1,442.2,435.1,427.9,420.5
2178,450,443.2,436.3,429.2,422,414.7
2179,444.2,437.3,430.4,423.3,416.1,408.8
2180,438.3,431.5,424.5,417.5,410.3,402.9
2181,432.4,425.6,418.7,411.6,404.4,397.1
2182,426.5,419.7,412.8,405.7,398.5,391.2
2183,420.6,413.8,406.9,399.9,392.7,385.4
2184,414.8,408,401.1,394,386.8,379.5
2185,408.9,402.1,395.2,388.2,381,373.7
2186,403,396.3,389.4,382.3,375.1,367.8
2187,397.2,390.4,383.5,376.5,369.3,362
2188,391.3,384.5,377.6,370.6,363.4,356.1
2189,385.5,378.7,371.8,364.8,357.6,350.3
2190,379.6,372.9,366,358.9,351.8,344.5
2191,373.8,367,360.1,353.1,345.9,338.7
2192,367.9,361.2,354.3,347.3,340.1,332.8
2193,362.1,355.3,348.5,341.4,334.3,327
2194,356.2,349.5,342.6,335.6,328.5,321.2
2195,350.4,343.7,336.8,329.8,322.7,315.4
2196,344.6,337.8,331,324,316.8,309.6
2197,338.8,332,325.2,318.2,311,303.8
2198,332.9,326.2,319.3,312.3,305.2,298
2199,327.1,320.4,313.5,306.5,299.4,292.2
2200,321.3,314.6,307.7,300.7,293.6,286.4
2201,315.5,308.8,301.9,294.9,287.8,280.6
2202,309.7,303,296.1,289.1,282,274.8
2203,303.9,297.2,290.3,283.3,276.2,269
2204,298.1,291.4,284.5,277.5,270.4,263.2
2205,292.3,285.6,278.7,271.8,264.7,257.4
2206,286.5,279.8,272.9,266,258.9,251.7
2207,280.7,274,267.1,260.2,253.1,245.9
2208,274.9,268.2,261.4,254.4,247.3,240.1
2209,269.1,262.4,255.6,248.6,241.6,234.3
2210,263.3,256.6,249.8,242.9,235.8,228.6
2211,257.5,250.8,244,237.1,230,222.8
2212,251.7,245.1,238.3,231.3,224.3,217.1
2213,246,239.3,232.5,225.6,218.5,211.3
2214,240.2,233.5,226.7,219.8,212.8,205.6
2215,234.4,227.8,221,214.1,207,199.8
2216,228.7,222,215.2,208.3,201.3,194.1
2217,222.9,216.3,209.5,202.6,195.5,188.3
2218,217.2,210.5,203.7,196.8,189.8,182.6
2219,211.4,204.8,198,191.1,184,176.9
2220,205.6,199,192.2,185.3,178.3,171.1
2221,199.9,193.3,186.5,179.6,172.6,165.4
2222,194.2,187.5,180.8,173.9,166.8,159.7
2223,188.4,181.8,175,168.1,161.1,154
2224,182.7,176.1,169.3,162.4,155.4,148.2
2225,176.9,170.3,163.6,156.7,149.7,142.5
2226,171.2,164.6,157.9,151,144,136.9
2227,165.5,158.9,152.1,145.3,138.2,131.4
2228,159.8,153.2,146.4,139.5,132.5,126
2229,154,147.4,140.7,133.8,126.8,120.8
2230,148.3,141.7,135,128.1,121.1,115.6
2231,142.6,136,129.3,122.4,115.4,110.5
2232,136.9,130.3,123.6,116.7,109.7,105.9
2233,131.2,124.6,117.9,111,104.1,101.7
2234,125.5,118.9,112.2,105.3,98.6,97.6
2235,119.8,113.2,106.5,99.7,93.2,93.5
2236,114.1,107.5,100.8,94,88,89.4
2237,108.4,101.8,95.1,88.3,83,85.3
2238,102.7,96.1,89.4,82.6,78.4,81.2
2239,97,90.5,83.8,76.9,74.3,77.1
2240,91.3,84.8,78.1,71.3,70.2,73
2241,85.7,79.1,72.4,65.7,66.1,69
2242,80,73.4,66.8,60.4,62,64.9
2243,74.3,67.8,61.1,55.3,57.9,60.8
2244,68.6,62.1,55.4,50.9,53.9,56.7
2245,63,56.4,49.8,46.8,49.8,52.6
2246,57.3,50.8,44.1,42.8,45.7,48.5
2247,51.7,45.1,38.5,38.7,41.6,44.5
2248,46,39.5,32.9,34.6,37.6,40.4
2249,40.3,33.8,27.7,30.6,33.5,36.3
2250,34.9,28.2,23.4,26.5,29.4,32.2
2251,30,22.5,19.4,22.4,25.4,28.2
2252,25.2,16.9,15.3,18.4,21.3,24.1
2253,20.3,11.3,11.3,14.3,17.2,20
2254,15.5,5.6,7.2,10.3,13.4,17.5
2255,10.7,0.3,4.2,8.3,12.5,16.6
2256,55.1,53.4,51.7,51.7,53.5,
2257,51.4,49.7,48.1,48.6,50.7,
2258,47.7,46,44.6,45.5,47.9,
2259,44,42.3,41.1,42.5,45.1,
2260,40.3,38.7,37.8,39.5,42.4,
2261,36.6,35,34.5,36.7,39.7,
2262,32.9,31.3,31.4,33.9,37.2,
2263,29.3,27.6,28.4,31.2,34.7,
2264,25.6,24,25.4,28.6,32.3,
2265,21.9,20.6,22.6,26.1,30,
2266,18.3,17.3,20,23.7,27.7,
2267,14.6,14.2,17.5,21.4,25.6,
2268,10.9,11.3,15.1,19.2,23.4,
2269,7.3,8.8,12.9,17.1,21.4,
2270,3.6,6.5,10.8,15.1,19.5,
2271,0.2,4.5,8.9,13.3,17.7,
