Ullage  (cm.),-1,0,1,2,3,4
1160,7547.1,7549.2,7551.1,7552.9,7554.5,7556.1
1165,7511.4,7513.5,7515.4,7517.2,7518.8,7520.4
1170,7475.7,7477.7,7479.7,7481.4,7483.1,7484.7
1175,7440,7442,7444,7445.7,7447.4,7449
1180,7404.3,7406.3,7408.2,7410,7411.7,7413.3
1185,7368.6,7370.6,7372.5,7374.3,7376,7377.5
1190,7332.9,7334.9,7336.8,7338.6,7340.3,7341.8
1195,7297.2,7299.2,7301.1,7302.9,7304.6,7306.1
1200,7261.5,7263.5,7265.4,7267.2,7268.9,7270.4
1205,7225.8,7227.8,7229.7,7231.5,7233.2,7234.7
1210,7190.1,7192.1,7194,7195.8,7197.5,7199
1215,7154.4,7156.4,7158.3,7160.1,7161.8,7163.3
1220,7118.7,7120.7,7122.6,7124.4,7126,7127.6
1225,7083,7085,7086.9,7088.7,7090.3,7091.9
1230,7047.2,7049.3,7051.2,7053,7054.6,7056.2
1235,7011.5,7013.6,7015.5,7017.3,7018.9,7020.4
1240,6975.8,6977.9,6979.8,6981.6,6983.2,6984.7
1245,6940.1,6942.2,6944.1,6945.9,6947.5,6949
1250,6904.4,6906.5,6908.4,6910.1,6911.8,6913.3
1255,6868.7,6870.8,6872.7,6874.4,6876.1,6877.6
1260,6833,6835,6837,6838.7,6840.4,6841.9
1265,6797.3,6799.3,6801.3,6803,6804.7,6806.2
1270,6761.6,6763.6,6765.5,6767.3,6769,6770.5
1275,6725.9,6727.9,6729.8,6731.6,6733.3,6734.8
1280,6690.2,6692.2,6694.1,6695.9,6697.6,6699.1
1285,6654.5,6656.5,6658.4,6660.2,6661.8,6663.4
1290,6618.8,6620.8,6622.7,6624.5,6626.1,6627.6
1295,6583.1,6585.1,6587,6588.8,6590.4,6591.9
1300,6547.4,6549.4,6551.3,6553.1,6554.7,6556.2
1305,6511.7,6513.7,6515.6,6517.4,6519,6520.5
1310,6476,6478,6479.9,6481.7,6483.3,6484.8
1315,6440.3,6442.3,6444.2,6446,6447.6,6449.1
1320,6404.5,6406.6,6408.5,6410.3,6411.9,6413.4
1325,6368.8,6370.9,6372.8,6374.6,6376.2,6377.7
1330,6333.1,6335.2,6337.1,6338.8,6340.5,6342
1335,6297.4,6299.5,6301.4,6303.1,6304.8,6306.3
1340,6261.7,6263.8,6265.7,6267.4,6269.1,6270.6
1345,6226,6228.1,6230,6231.7,6233.4,6234.8
1350,6190.3,6192.4,6194.3,6196,6197.6,6199.1
1355,6154.6,6156.6,6158.5,6160.3,6161.9,6163.4
1360,6118.9,6120.9,6122.8,6124.6,6126.2,6127.7
1365,6083.2,6085.2,6087.1,6088.9,6090.5,6092
1370,6047.5,6049.5,6051.4,6053.2,6054.8,6056.3
1375,6011.8,6013.8,6015.7,6017.5,6019.1,6020.6
1380,5976.1,5978.1,5980,5981.8,5983.4,5984.9
1385,5940.4,5942.4,5944.3,5946.1,5947.7,5949.2
1390,5904.7,5906.7,5908.6,5910.4,5912,5913.5
1395,5869,5871,5872.9,5874.7,5876.3,5877.7
1400,5833.3,5835.3,5837.2,5839,5840.6,5842
1405,5797.5,5799.6,5801.5,5803.2,5804.9,5806.3
1410,5761.8,5763.9,5765.8,5767.5,5769.2,5770.6
1415,5726.1,5728.2,5730.1,5731.8,5733.4,5734.9
1420,5690.4,5692.5,5694.4,5696.1,5697.7,5699.2
1425,5654.7,5656.8,5658.7,5660.4,5662,5663.5
1430,5619,5621.1,5623,5624.7,5626.3,5627.8
1435,5583.3,5585.4,5587.3,5589,5590.6,5592.1
1440,5547.6,5549.7,5551.6,5553.3,5554.9,5556.4
1445,5511.9,5513.9,5515.8,5517.6,5519.2,5520.7
1450,5476.2,5478.2,5480.1,5481.9,5483.5,5484.9
1455,5440.5,5442.5,5444.4,5446.2,5447.8,5449.2
1460,5404.8,5406.8,5408.7,5410.5,5412.1,5413.5
1465,5369.1,5371.1,5373,5374.8,5376.4,5377.8
1470,5333.4,5335.4,5337.3,5339.1,5340.7,5342.1
1475,5297.7,5299.7,5301.6,5303.4,5305,5306.4
1480,5262,5264,5265.9,5267.7,5269.2,5270.7
1485,5226.3,5228.3,5230.2,5231.9,5233.5,5235
1490,5190.6,5192.6,5194.5,5196.2,5197.8,5199.3
1495,5154.8,5156.9,5158.8,5160.5,5162.1,5163.6
1500,5119.1,5121.2,5123.1,5124.8,5126.4,5127.8
1505,5083.4,5085.5,5087.4,5089.1,5090.7,5092.1
1510,5047.7,5049.8,5051.7,5053.4,5055,5056.4
1515,5012,5014.1,5016,5017.7,5019.3,5020.7
1520,4976.3,4978.4,4980.3,4982,4983.6,4985
1525,4940.6,4942.7,4944.6,4946.3,4947.9,4949.3
1530,4904.9,4907,4908.9,4910.6,4912.2,4913.6
1535,4869.2,4871.3,4873.1,4874.9,4876.5,4877.9
1540,4833.5,4835.5,4837.4,4839.2,4840.8,4842.2
1545,4797.8,4799.8,4801.7,4803.5,4805,4806.5
1550,4762.1,4764.1,4766,4767.8,4769.3,4770.8
1555,4726.4,4728.4,4730.3,4732.1,4733.6,4735
1560,4690.7,4692.7,4694.6,4696.4,4697.9,4699.3
1565,4655,4657,4658.9,4660.6,4662.2,4663.6
1570,4619.3,4621.3,4623.2,4624.9,4626.5,4627.9
1575,4583.6,4585.6,4587.5,4589.2,4590.8,4592.2
1580,4547.9,4549.9,4551.8,4553.5,4555.1,4556.5
1585,4512.1,4514.2,4516.1,4517.8,4519.4,4520.8
1590,4476.4,4478.5,4480.4,4482.1,4483.7,4485.1
1595,4440.7,4442.8,4444.7,4446.4,4448,4449.4
1600,4405,4407.1,4409,4410.7,4412.3,4413.7
1605,4369.3,4371.4,4373.3,4375,4376.6,4377.9
1610,4333.6,4335.7,4337.6,4339.3,4340.8,4342.2
1615,4297.9,4300,4301.9,4303.6,4305.1,4306.5
1620,4262.2,4264.3,4266.1,4267.9,4269.4,4270.8
1625,4226.5,4228.6,4230.4,4232.2,4233.7,4235.1
1630,4190.8,4192.9,4194.7,4196.5,4198,4199.4
1635,4155.1,4157.1,4159,4160.8,4162.3,4163.7
1640,4119.4,4121.4,4123.3,4125,4126.6,4128
1645,4083.7,4085.7,4087.6,4089.3,4090.9,4092.3
1650,4048,4050,4051.9,4053.6,4055.2,4056.6
1655,4012.3,4014.3,4016.2,4017.9,4019.5,4020.9
1660,3976.6,3978.6,3980.5,3982.2,3983.8,3985.1
1665,3940.9,3942.9,3944.8,3946.5,3948.1,3949.4
1670,3905.1,3907.2,3909.1,3910.8,3912.4,3913.7
1675,3869.4,3871.5,3873.4,3875.1,3876.6,3878
1680,3833.7,3835.8,3837.7,3839.4,3840.9,3842.3
1685,3798,3800.1,3802,3803.7,3805.2,3806.6
1690,3762.3,3764.4,3766.3,3768,3769.5,3770.9
1695,3726.6,3728.7,3730.6,3732.3,3733.8,3735.2
1700,3690.9,3693,3694.9,3696.6,3698.1,3699.5
1705,3655.2,3657.3,3659.2,3660.9,3662.4,3663.8
1710,3619.5,3621.6,3623.4,3625.2,3626.7,3628.1
1715,3583.8,3585.9,3587.7,3589.5,3591,3592.3
1720,3548.1,3550.2,3552,3553.7,3555.3,3556.6
1725,3512.4,3514.4,3516.3,3518,3519.6,3520.9
1730,3476.7,3478.7,3480.6,3482.3,3483.9,3485.2
1735,3441,3443,3444.9,3446.6,3448.2,3449.5
1740,3405.3,3407.3,3409.2,3410.9,3412.4,3413.8
1745,3369.6,3371.6,3373.5,3375.2,3376.7,3378.1
1750,3333.9,3335.9,3337.8,3339.5,3341,3342.4
1755,3298.2,3300.2,3302.1,3303.8,3305.3,3306.7
1760,3262.4,3264.5,3266.4,3268.1,3269.6,3271
1765,3226.7,3228.8,3230.7,3232.4,3233.9,3235.2
1770,3191,3193.1,3195,3196.7,3198.2,3199.5
1775,3155.3,3157.4,3159.3,3161,3162.5,3163.8
1780,3119.6,3121.7,3123.6,3125.3,3126.8,3128.1
1785,3083.9,3086,3087.9,3089.6,3091.1,3092.4
1790,3048.2,3050.3,3052.2,3053.9,3055.4,3056.7
1795,3012.5,3014.6,3016.5,3018.1,3019.7,3021
1800,2976.8,2978.9,2980.7,2982.4,2984,2985.3
1805,2941.1,2943.2,2945,2946.7,2948.2,2949.6
1810,2905.4,2907.5,2909.3,2911,2912.6,2913.9
1815,2869.7,2871.8,2873.6,2875.3,2876.9,2878.3
1820,2834,2836,2837.9,2839.7,2841.2,2842.6
1825,2798.4,2800.4,2802.3,2804.1,2805.6,2807.1
1830,2762.8,2764.9,2766.7,2768.5,2770.1,2771.5
1835,2727.4,2729.4,2731.3,2733,2734.6,2736.1
1840,2692,2694,2695.9,2697.6,2699.2,2700.7
1845,2656.7,2658.7,2660.6,2662.3,2663.9,2665.4
1850,2621.5,2623.5,2625.3,2627.1,2628.7,2630.1
1855,2586.3,2588.3,2590.2,2591.9,2593.5,2595
1860,2551.3,2553.3,2555.1,2556.9,2558.4,2559.9
1865,2516.3,2518.3,2520.2,2521.9,2523.5,2524.9
1870,2481.4,2483.4,2485.3,2487,2488.6,2490
1875,2446.6,2448.6,2450.5,2452.2,2453.7,2455.2
1880,2411.9,2413.9,2415.7,2417.5,2419,2420.4
1885,2377.3,2379.3,2381.1,2382.8,2384.4,2385.8
1890,2342.7,2344.7,2346.6,2348.2,2349.8,2351.2
1895,2308.3,2310.2,2312.1,2313.8,2315.3,2316.7
1900,2273.9,2275.9,2277.7,2279.4,2280.9,2282.3
1905,2239.6,2241.6,2243.4,2245.1,2246.6,2248
1910,2205.4,2207.3,2209.2,2210.8,2212.4,2213.8
1915,2171.3,2173.2,2175,2176.7,2178.2,2179.6
1920,2137.2,2139.2,2141,2142.6,2144.2,2145.5
1925,2103.2,2105.2,2107,2108.7,2110.2,2111.5
1930,2069.4,2071.3,2073.1,2074.8,2076.3,2077.6
1935,2035.6,2037.5,2039.3,2041,2042.5,2043.8
1940,2001.9,2003.8,2005.6,2007.2,2008.7,2010.1
1945,1968.2,1970.2,1971.9,1973.6,1975.1,1976.4
1950,1934.7,1936.6,1938.4,1940,1941.5,1942.9
1955,1901.2,1903.1,1904.9,1906.6,1908,1909.4
1960,1867.9,1869.8,1871.5,1873.2,1874.6,1876
1965,1834.6,1836.5,1838.2,1839.9,1841.3,1842.7
1970,1801.3,1803.3,1805,1806.6,1808.1,1809.4
1975,1768.2,1770.1,1771.9,1773.5,1775,1776.3
1980,1735.2,1737.1,1738.8,1740.4,1741.9,1743.2
1985,1702.2,1704.1,1705.9,1707.5,1708.9,1710.2
1990,1669.3,1671.2,1673,1674.6,1676,1677.3
1995,1636.6,1638.4,1640.2,1641.8,1643.2,1644.5
2000,1603.8,1605.7,1607.5,1609,1610.5,1611.8
2005,1571.2,1573.1,1574.8,1576.4,1577.8,1579.2
2010,1538.7,1540.5,1542.3,1543.8,1545.3,1546.6
2015,1506.2,1508.1,1509.8,1511.4,1512.8,1514.1
2020,1473.8,1475.7,1477.4,1479,1480.4,1481.7
2025,1441.6,1443.4,1445.1,1446.7,1448.1,1449.4
2030,1409.3,1411.2,1412.9,1414.5,1415.9,1417.2
2035,1377.2,1379.1,1380.8,1382.3,1383.7,1385
2040,1345.2,1347,1348.7,1350.3,1351.7,1353
2045,1313.2,1315.1,1316.8,1318.3,1319.7,1321
2050,1281.4,1283.2,1284.9,1286.4,1287.8,1289.1
2051,1275,1276.8,1278.5,1280,1281.4,1282.7
2052,1268.6,1270.5,1272.1,1273.7,1275.1,1276.3
2053,1262.3,1264.1,1265.8,1267.3,1268.7,1270
2054,1255.9,1257.7,1259.4,1261,1262.4,1263.6
2055,1249.6,1251.4,1253.1,1254.6,1256,1257.3
2056,1243.2,1245,1246.7,1248.3,1249.7,1250.9
2057,1236.9,1238.7,1240.4,1241.9,1243.3,1244.6
2058,1230.5,1232.4,1234,1235.6,1237,1238.2
2059,1224.2,1226,1227.7,1229.2,1230.6,1231.9
2060,1217.9,1219.7,1221.4,1222.9,1224.3,1225.5
2061,1211.5,1213.3,1215,1216.6,1217.9,1219.2
2062,1205.2,1207,1208.7,1210.2,1211.6,1212.9
2063,1198.9,1200.7,1202.4,1203.9,1205.3,1206.5
2064,1192.6,1194.4,1196,1197.6,1199,1200.2
2065,1186.2,1188.1,1189.7,1191.3,1192.6,1193.9
2066,1179.9,1181.7,1183.4,1184.9,1186.3,1187.6
2067,1173.6,1175.4,1177.1,1178.6,1180,1181.3
2068,1167.3,1169.1,1170.8,1172.3,1173.7,1174.9
2069,1161,1162.8,1164.5,1166,1167.4,1168.6
2070,1154.7,1156.5,1158.2,1159.7,1161.1,1162.3
2071,1148.4,1150.2,1151.9,1153.4,1154.8,1156
2072,1142.1,1143.9,1145.6,1147.1,1148.5,1149.7
2073,1135.8,1137.6,1139.3,1140.8,1142.2,1143.4
2074,1129.5,1131.3,1133,1134.5,1135.9,1137.1
2075,1123.2,1125,1126.7,1128.2,1129.6,1130.9
2076,1117,1118.8,1120.4,1122,1123.3,1124.6
2077,1110.7,1112.5,1114.1,1115.7,1117,1118.3
2078,1104.4,1106.2,1107.9,1109.4,1110.8,1112
2079,1098.1,1099.9,1101.6,1103.1,1104.5,1105.7
2080,1091.9,1093.7,1095.3,1096.8,1098.2,1099.5
2081,1085.6,1087.4,1089.1,1090.6,1092,1093.2
2082,1079.3,1081.1,1082.8,1084.3,1085.7,1086.9
2083,1073.1,1074.9,1076.5,1078.1,1079.4,1080.7
2084,1066.8,1068.6,1070.3,1071.8,1073.2,1074.4
2085,1060.6,1062.4,1064,1065.5,1066.9,1068.1
2086,1054.3,1056.1,1057.8,1059.3,1060.7,1061.9
2087,1048.1,1049.9,1051.5,1053.1,1054.4,1055.6
2088,1041.8,1043.6,1045.3,1046.8,1048.2,1049.4
2089,1035.6,1037.4,1039.1,1040.6,1041.9,1043.2
2090,1029.4,1031.2,1032.8,1034.3,1035.7,1036.9
2091,1023.1,1024.9,1026.6,1028.1,1029.5,1030.7
2092,1016.9,1018.7,1020.4,1021.9,1023.2,1024.5
2093,1010.7,1012.5,1014.1,1015.6,1017,1018.2
2094,1004.5,1006.3,1007.9,1009.4,1010.8,1012
2095,998.3,1000,1001.7,1003.2,1004.6,1005.8
2096,992,993.8,995.5,997,998.3,999.6
2097,985.8,987.6,989.3,990.8,992.1,993.3
2098,979.6,981.4,983.1,984.6,985.9,987.1
2099,973.4,975.2,976.8,978.3,979.7,980.9
2100,967.2,969,970.6,972.1,973.5,974.7
2101,961,962.8,964.4,965.9,967.3,968.5
2102,954.8,956.6,958.2,959.7,961.1,962.3
2103,948.6,950.4,952.1,953.6,954.9,956.1
2104,942.5,944.2,945.9,947.4,948.7,949.9
2105,936.3,938,939.7,941.2,942.5,943.7
2106,930.1,931.9,933.5,935,936.3,937.6
2107,923.9,925.7,927.3,928.8,930.2,931.4
2108,917.7,919.5,921.1,922.6,924,925.2
2109,911.6,913.3,915,916.5,917.8,919
2110,905.4,907.2,908.8,910.3,911.6,912.9
2111,899.2,901,902.6,904.1,905.5,906.7
2112,893.1,894.8,896.5,898,899.3,900.5
2113,886.9,888.7,890.3,891.8,893.1,894.4
2114,880.8,882.5,884.2,885.6,887,888.2
2115,874.6,876.4,878,879.5,880.8,882
2116,868.5,870.2,871.9,873.3,874.7,875.9
2117,862.3,864.1,865.7,867.2,868.5,869.7
2118,856.2,857.9,859.6,861.1,862.4,863.6
2119,850,851.8,853.4,854.9,856.3,857.5
2120,843.9,845.7,847.3,848.8,850.1,851.3
2121,837.8,839.5,841.2,842.6,844,845.2
2122,831.7,833.4,835,836.5,837.9,839.1
2123,825.5,827.3,828.9,830.4,831.7,832.9
2124,819.4,821.2,822.8,824.3,825.6,826.8
2125,813.3,815,816.7,818.1,819.5,820.7
2126,807.2,808.9,810.6,812,813.4,814.6
2127,801.1,802.8,804.4,805.9,807.2,808.4
2128,795,796.7,798.3,799.8,801.1,802.3
2129,788.9,790.6,792.2,793.7,795,796.2
2130,782.8,784.5,786.1,787.6,788.9,790.1
2131,776.7,778.4,780,781.5,782.8,784
2132,770.6,772.3,773.9,775.4,776.7,777.9
2133,764.5,766.2,767.8,769.3,770.6,771.8
2134,758.4,760.1,761.7,763.2,764.5,765.7
2135,752.3,754.1,755.7,757.1,758.5,759.6
2136,746.2,748,749.6,751,752.4,753.6
2137,740.1,741.9,743.5,745,746.3,747.5
2138,734.1,735.8,737.4,738.9,740.2,741.4
2139,728,729.7,731.4,732.8,734.1,735.3
2140,721.9,723.7,725.3,726.7,728.1,729.3
2141,715.9,717.6,719.2,720.7,722,723.2
2142,709.8,711.6,713.2,714.6,715.9,717.1
2143,703.8,705.5,707.1,708.6,709.9,711.1
2144,697.7,699.4,701,702.5,703.8,705
2145,691.6,693.4,695,696.5,697.8,698.9
2146,685.6,687.3,688.9,690.4,691.7,692.9
2147,679.6,681.3,682.9,684.4,685.7,686.8
2148,673.5,675.3,676.9,678.3,679.6,680.8
2149,667.5,669.2,670.8,672.3,673.6,674.8
2150,661.4,663.2,664.8,666.2,667.5,668.7
2151,655.4,657.2,658.7,660.2,661.5,662.7
2152,649.4,651.1,652.7,654.2,655.5,656.7
2153,643.4,645.1,646.7,648.1,649.5,650.6
2154,637.3,639.1,640.7,642.1,643.4,644.6
2155,631.3,633.1,634.7,636.1,637.4,638.6
2156,625.3,627,628.6,630.1,631.4,632.6
2157,619.3,621,622.6,624.1,625.4,626.5
2158,613.3,615,616.6,618.1,619.4,620.5
2159,607.3,609,610.6,612.1,613.4,614.5
2160,601.3,603,604.6,606.1,607.4,608.5
2161,595.3,597,598.6,600.1,601.4,602.5
2162,589.3,591,592.6,594.1,595.4,596.5
2163,583.3,585,586.6,588.1,589.4,590.5
2164,577.3,579.1,580.6,582.1,583.4,584.5
2165,571.3,573.1,574.7,576.1,577.4,578.6
2166,565.4,567.1,568.7,570.1,571.4,572.6
2167,559.4,561.1,562.7,564.1,565.4,566.6
2168,553.4,555.1,556.7,558.2,559.5,560.6
2169,547.4,549.2,550.7,552.2,553.5,554.6
2170,541.5,543.2,544.8,546.2,547.5,548.7
2171,535.5,537.2,538.8,540.2,541.5,542.7
2172,529.6,531.3,532.8,534.3,535.6,536.7
2173,523.6,525.3,526.9,528.3,529.6,530.8
2174,517.6,519.4,520.9,522.4,523.7,524.8
2175,511.7,513.4,515,516.4,517.7,518.9
2176,505.8,507.5,509,510.5,511.8,512.9
2177,499.8,501.5,503.1,504.5,505.8,507
2178,493.9,495.6,497.1,498.6,499.9,501
2179,487.9,489.6,491.2,492.6,493.9,495.1
2180,482,483.7,485.3,486.7,488,489.1
2181,476.1,477.8,479.3,480.8,482.1,483.2
2182,470.1,471.8,473.4,474.8,476.1,477.3
2183,464.2,465.9,467.5,468.9,470.2,471.3
2184,458.3,460,461.6,463,464.3,465.4
2185,452.4,454.1,455.6,457.1,458.4,459.5
2186,446.5,448.2,449.7,451.2,452.4,453.6
2187,440.6,442.3,443.8,445.2,446.5,447.7
2188,434.7,436.4,437.9,439.3,440.6,441.8
2189,428.7,430.4,432,433.4,434.7,435.8
2190,422.8,424.5,426.1,427.5,428.8,429.9
2191,417,418.6,420.2,421.6,422.9,424
2192,411.1,412.8,414.3,415.7,417,418.1
2193,405.2,406.9,408.4,409.8,411.1,412.2
2194,399.3,401,402.5,403.9,405.2,406.4
2195,393.4,395.1,396.6,398.1,399.3,400.5
2196,387.5,389.2,390.8,392.2,393.5,394.6
2197,381.6,383.3,384.9,386.3,387.6,388.7
2198,375.8,377.5,379,380.4,381.7,382.8
2199,369.9,371.6,373.1,374.6,375.8,377
2200,364,365.7,367.3,368.7,370,371.1
2201,358.2,359.9,361.4,362.8,364.1,365.2
2202,352.3,354,355.5,357,358.2,359.4
2203,346.5,348.1,349.7,351.1,352.4,353.5
2204,340.6,342.3,343.8,345.2,346.5,347.6
2205,334.8,336.4,338,339.4,340.7,341.8
2206,328.9,330.6,332.1,333.5,334.8,335.9
2207,323.1,324.7,326.3,327.7,329,330.1
2208,317.2,318.9,320.4,321.9,323.1,324.2
2209,311.4,313.1,314.6,316,317.3,318.4
2210,305.6,307.2,308.8,310.2,311.4,312.6
2211,299.7,301.4,302.9,304.3,305.6,306.7
2212,293.9,295.6,297.1,298.5,299.8,300.9
2213,288.1,289.8,291.3,292.7,293.9,295.1
2214,282.3,283.9,285.5,286.9,288.1,289.2
2215,276.4,278.1,279.7,281,282.3,283.4
2216,270.6,272.3,273.8,275.2,276.5,277.6
2217,264.8,266.5,268,269.4,270.7,271.8
2218,259,260.7,262.2,263.6,264.9,266
2219,253.2,254.9,256.4,257.8,259.1,260.2
2220,247.4,249.1,250.6,252,253.3,254.4
2221,241.6,243.3,244.8,246.2,247.5,248.6
2222,235.8,237.5,239,240.4,241.7,242.8
2223,230,231.7,233.2,234.6,235.9,237
2224,224.2,225.9,227.4,228.8,230.1,231.2
2225,218.5,220.1,221.7,223,224.3,225.4
2226,212.7,214.3,215.9,217.3,218.5,219.6
2227,206.9,208.6,210.1,211.5,212.7,213.8
2228,201.1,202.8,204.3,205.7,207,208.1
2229,195.4,197,198.5,199.9,201.2,202.3
2230,189.6,191.3,192.8,194.2,195.4,196.5
2231,183.8,185.5,187,188.4,189.6,190.7
2232,178.1,179.7,181.3,182.6,183.9,185
2233,172.3,174,175.5,176.9,178.1,179.2
2234,166.6,168.2,169.7,171.1,172.4,173.5
2235,160.8,162.5,164,165.4,166.6,167.7
2236,155.1,156.7,158.2,159.6,160.9,162
2237,149.3,151,152.5,153.9,155.1,156.2
2238,143.6,145.2,146.8,148.1,149.4,150.5
2239,137.9,139.5,141,142.4,143.6,144.7
2240,132.1,133.8,135.3,136.7,137.9,139.2
2241,126.4,128,129.6,130.9,132.2,133.6
2242,120.7,122.3,123.8,125.2,126.4,128
2243,114.9,116.6,118.1,119.5,120.7,122.5
2244,109.2,110.9,112.4,113.8,115,117.4
2245,103.5,105.2,106.7,108,109.3,112.5
2246,97.8,99.4,100.9,102.3,103.7,107.6
2247,92.1,93.7,95.2,96.6,98.1,102.6
2248,86.4,88,89.5,90.9,92.6,97.9
2249,80.7,82.3,83.8,85.2,87.5,93.3
2250,75,76.6,78.1,79.5,82.6,88.7
2251,69.3,70.9,72.4,73.8,77.7,84.1
2252,63.6,65.2,66.7,68.2,72.9,79.7
2253,57.9,59.5,61,62.7,68.3,75.7
2254,52.2,53.9,55.4,57.5,63.7,71.8
2255,46.5,48.2,49.7,52.6,59.4,67.8
2256,40.9,42.5,44,47.9,55.4,63.9
2257,35.2,36.8,38.3,43.3,51.4,60.2
2258,29.8,31.1,32.7,39,47.5,56.6
2259,24.9,25.5,27.6,35,43.9,52.9
2260,20.3,19.8,22.8,31.2,40.3,49.3
2261,16.4,14.1,18.5,27.5,36.7,46.2
2262,12.7,8.5,14.7,24,33.6,43.2
2263,9.6,2.8,11.3,21,30.6,40.2
2263.5,8.2,0.3,9.8,19.5,29.1,38.7
2265,22.6,26.1,30,,,
2266,20,23.7,27.7,,,
2267,17.5,21.4,25.6,,,
2268,15.1,19.2,23.4,,,
2269,12.9,17.1,21.4,,,
2270,10.8,15.1,19.5,,,
2271,8.9,13.3,17.7,,,
