Ullage  (cm.),Tank,-1,0,1,2,3,4
160,1S,10508.2,10504.4,10500.5,10496.6,10492.7,10488.8
161,1S,10503.1,10499.2,10495.4,10491.5,10487.6,10483.7
162,1S,10498,10494.1,10490.2,10486.4,10482.5,10478.6
163,1S,10492.8,10489,10485.1,10481.2,10477.3,10473.4
164,1S,10487.7,10483.8,10480,10476.1,10472.2,10468.3
165,1S,10482.6,10478.7,10474.8,10471,10467.1,10463.2
166,1S,10477.4,10473.6,10469.7,10465.8,10461.9,10458
167,1S,10472.3,10468.5,10464.6,10460.7,10456.8,10452.9
168,1S,10467.2,10463.3,10459.4,10455.6,10451.7,10447.8
169,1S,10462,10458.2,10454.3,10450.4,10446.5,10442.6
170,1S,10456.9,10453.1,10449.2,10445.3,10441.4,10437.5
171,1S,10451.8,10447.9,10444,10440.2,10436.3,10432.4
172,1S,10446.6,10442.8,10438.9,10435,10431.1,10427.2
173,1S,10441.5,10437.7,10433.8,10429.9,10426,10422.1
174,1S,10436.4,10432.5,10428.6,10424.8,10420.9,10417
175,1S,10431.2,10427.4,10423.5,10419.6,10415.7,10411.8
176,1S,10426.1,10422.3,10418.4,10414.5,10410.6,10406.7
177,1S,10421,10417.1,10413.3,10409.4,10405.5,10401.6
178,1S,10415.8,10412,10408.1,10404.2,10400.3,10396.4
179,1S,10410.7,10406.9,10403,10399.1,10395.2,10391.3
180,1S,10405.6,10401.7,10397.9,10394,10390.1,10386.2
181,1S,10400.5,10396.6,10392.7,10388.8,10384.9,10381
182,1S,10395.3,10391.5,10387.6,10383.7,10379.8,10375.9
183,1S,10390.2,10386.3,10382.5,10378.6,10374.7,10370.8
184,1S,10385.1,10381.2,10377.3,10373.4,10369.5,10365.6
185,1S,10379.9,10376.1,10372.2,10368.3,10364.4,10360.5
186,1S,10374.8,10370.9,10367.1,10363.2,10359.3,10355.4
187,1S,10369.7,10365.8,10361.9,10358,10354.1,10350.2
188,1S,10364.5,10360.7,10356.8,10352.9,10349,10345.1
189,1S,10359.4,10355.5,10351.7,10347.8,10343.9,10340
190,1S,10354.3,10350.4,10346.5,10342.6,10338.7,10334.8
191,1S,10349.1,10345.3,10341.4,10337.5,10333.6,10329.7
192,1S,10344,10340.1,10336.3,10332.4,10328.5,10324.6
193,1S,10338.9,10335,10331.1,10327.2,10323.3,10319.4
194,1S,10333.7,10329.9,10326,10322.1,10318.2,10314.3
195,1S,10328.6,10324.7,10320.9,10317,10313.1,10309.2
196,1S,10323.5,10319.6,10315.7,10311.8,10307.9,10304
197,1S,10318.3,10314.5,10310.6,10306.7,10302.8,10298.9
198,1S,10313.2,10309.3,10305.5,10301.6,10297.7,10293.8
199,1S,10308.1,10304.2,10300.3,10296.4,10292.5,10288.6
200,1S,10302.9,10299.1,10295.2,10291.3,10287.4,10283.5
201,1S,10297.8,10293.9,10290.1,10286.2,10282.3,10278.4
202,1S,10292.7,10288.8,10284.9,10281,10277.1,10273.2
203,1S,10287.5,10283.7,10279.8,10275.9,10272,10268.1
204,1S,10282.4,10278.5,10274.7,10270.8,10266.9,10263
205,1S,10277.3,10273.4,10269.5,10265.6,10261.7,10257.8
206,1S,10272.1,10268.3,10264.4,10260.5,10256.6,10252.7
207,1S,10267,10263.1,10259.3,10255.4,10251.5,10247.6
208,1S,10261.9,10258,10254.1,10250.2,10246.3,10242.4
209,1S,10256.7,10252.9,10249,10245.1,10241.2,10237.3
210,1S,10251.6,10247.7,10243.9,10240,10236.1,10232.2
211,1S,10246.5,10242.6,10238.7,10234.8,10230.9,10227
212,1S,10241.3,10237.5,10233.6,10229.7,10225.8,10221.9
213,1S,10236.2,10232.3,10228.5,10224.6,10220.7,10216.8
214,1S,10231.1,10227.2,10223.3,10219.4,10215.5,10211.6
215,1S,10225.9,10222.1,10218.2,10214.3,10210.4,10206.5
